ItemNumber,StockNow,ChangeQty,StockChangeDateTime,ChangeSource,ItemImageId
"PC102772","14","1","2016-07-15 18:40:11","DIRECT ADJUSTMENT BY Devan","b0b7dece-cf84-44b8-af1c-5bfcbbf6ccee"
"PC102772","13","1","2016-07-15 18:37:41","DIRECT ADJUSTMENT BY Devan","b0b7dece-cf84-44b8-af1c-5bfcbbf6ccee"
"PC102772","12","1","2016-07-15 18:36:43","DIRECT ADJUSTMENT BY Devan","b0b7dece-cf84-44b8-af1c-5bfcbbf6ccee"
"PC111524","4","1","2016-07-15 18:35:38","DIRECT ADJUSTMENT BY Donald","a4c5c256-95b0-463e-9bb7-9a442b28ab58"
"PC102772","11","1","2016-07-15 18:34:46","DIRECT ADJUSTMENT BY Devan","b0b7dece-cf84-44b8-af1c-5bfcbbf6ccee"
"PC109857","6","1","2016-07-15 18:32:36","DIRECT ADJUSTMENT BY Donald","4b7f6481-6905-4763-8826-378c6efd1edc"
"PC125223","7","1","2016-07-15 18:29:25","DIRECT ADJUSTMENT BY Donald","cfc8e1e3-918b-4d28-8ac7-5cc2a458debe"
"PC101361","4","1","2016-07-15 18:28:53","DIRECT ADJUSTMENT BY Devan","fdb64257-366b-40c0-a9bc-4a74667d9e2d"
"PC139502","6","1","2016-07-15 18:25:22","DIRECT ADJUSTMENT BY Devan","3d3ff1a3-bcb5-4d15-9084-25fd8e6fcd95"
"PC129791","1","1","2016-07-15 18:25:10","DIRECT ADJUSTMENT BY Donald","4de7107c-719b-4c15-aac0-af8200d786b5"
"PC124576","1","1","2016-07-15 18:22:24","DIRECT ADJUSTMENT","5814c73a-b076-4449-b455-7e55542734eb"
"PC124576","1","1","2016-07-15 18:22:24","DIRECT ADJUSTMENT","ea988dfc-af67-44ce-b092-995c452ae1db"
"PC111379","3","1","2016-07-15 18:21:50","DIRECT ADJUSTMENT BY Donald","3faf5d88-2305-4769-ba1f-2aa1980b86c5"
"PC111379","3","1","2016-07-15 18:21:50","DIRECT ADJUSTMENT BY Donald","10f9eb41-1962-4078-b185-6e625a96b6e3"
"PC117741","2","1","2016-07-15 18:17:17","DIRECT ADJUSTMENT BY Donald","038283b4-e596-4bf8-8e7e-1b558e268a4a"
"PC107185","3","1","2016-07-15 18:10:34","DIRECT ADJUSTMENT BY Devan","8505e561-6942-43c8-8a09-b4a5b325326a"
"PC107184","3","1","2016-07-15 18:03:56","DIRECT ADJUSTMENT BY Devan","94f1cb6d-90e7-4a65-b310-811ac7881c89"
"337192","5","1","2016-07-15 18:03:18","DIRECT ADJUSTMENT BY Devan","9dc77bfc-1b10-4672-bb81-ed93049eba32"
"PC106531","15","1","2016-07-15 18:00:43","DIRECT ADJUSTMENT BY Donald","68d2f61a-257f-4c6d-8def-2453b58ca5d9"
"PC106531","14","1","2016-07-15 18:00:05","DIRECT ADJUSTMENT BY Donald","68d2f61a-257f-4c6d-8def-2453b58ca5d9"
"PC106372","14","1","2016-07-15 17:59:03","DIRECT ADJUSTMENT BY Donald","d3c2ff2f-185d-49e0-853b-5a37311fd6dd"
"PC112654","2","1","2016-07-15 17:56:42","DIRECT ADJUSTMENT BY Donald",""
"PC112654","1","1","2016-07-15 17:54:14","DIRECT ADJUSTMENT",""
"PC110930","1","1","2016-07-15 17:50:58","DIRECT ADJUSTMENT BY Donald","db79d952-4c67-4091-a9b2-61067ffb4fb2"
"PC136416","7","1","2016-07-15 17:48:40","DIRECT ADJUSTMENT BY Donald","dae724d0-302f-49f7-af03-0cc13027ebd2"
"PC111720","2","1","2016-07-15 17:43:19","DIRECT ADJUSTMENT BY Donald","b5972197-efd7-476e-8d8b-32647904bb3a"
"PC111720","2","1","2016-07-15 17:43:19","DIRECT ADJUSTMENT BY Donald","7efa229f-6ab1-4c2a-8bcd-c57eb42f22fe"
"PC108712","13","1","2016-07-15 17:33:50","DIRECT ADJUSTMENT BY Donald","aae356af-5ba2-4570-95f8-7921850d30f8"
"PC110269","17","1","2016-07-15 17:30:47","DIRECT ADJUSTMENT BY Donald","64c23032-6e96-4324-84cb-86bf162ae5ca"
"PC114681","1","1","2016-07-15 17:21:04","DIRECT ADJUSTMENT",""
"PC106456","18","1","2016-07-15 17:17:19","DIRECT ADJUSTMENT BY Donald","f259fdac-29d7-440e-8087-b6589404279c"
"PC127416","1","1","2016-07-15 17:06:43","DIRECT ADJUSTMENT",""
"PC109512","1","1","2016-07-15 16:58:55","DIRECT ADJUSTMENT",""
"PC107824","27","1","2016-07-15 16:58:35","DIRECT ADJUSTMENT BY Devan","c95cae19-2da2-44ce-8b96-64a645455a15"
"PC106393","22","1","2016-07-15 16:55:28","DIRECT ADJUSTMENT BY Donald","5bb23baf-d678-4db6-91fe-c06e627e4138"
"PC107789","26","1","2016-07-15 16:55:27","DIRECT ADJUSTMENT BY Devan","b07f6941-4c90-4cad-a72e-2386b0e3d4c3"
"PC102785","4","1","2016-07-15 16:52:05","DIRECT ADJUSTMENT BY Donald","bdfb128f-c722-4eb6-b67a-6b75d668fb7c"
"PC102785","4","1","2016-07-15 16:52:05","DIRECT ADJUSTMENT BY Donald","5738231b-c340-4f77-b3d5-90fdfeedb30a"
"PC107773","24","1","2016-07-15 16:50:14","DIRECT ADJUSTMENT BY Devan","53757fb5-7ab2-4ff4-8a8b-28e0945ec346"
"PC106393","21","1","2016-07-15 16:49:05","DIRECT ADJUSTMENT BY Donald","5bb23baf-d678-4db6-91fe-c06e627e4138"
"PC136312","11","1","2016-07-15 16:46:39","DIRECT ADJUSTMENT BY Devan","d7f7ed81-a40d-4f72-b2b4-9fba9c02d0e1"
"PC102783","6","1","2016-07-15 16:42:29","DIRECT ADJUSTMENT BY Donald","40091e14-ab97-4dc2-bbc9-60e98f9ac49f"
"PC102783","6","1","2016-07-15 16:42:29","DIRECT ADJUSTMENT BY Donald","8944e528-71ef-4271-9ca3-a82a46803183"
"PC135256","4","1","2016-07-15 16:41:29","DIRECT ADJUSTMENT BY Devan","9e64fa85-122b-4fff-8bd8-6944c21edecd"
"PC109691","1","1","2016-07-15 16:38:27","DIRECT ADJUSTMENT BY Devan","0a9c2082-6d85-4041-954c-df8819c4fef8"
"PC106531","13","1","2016-07-15 16:36:46","DIRECT ADJUSTMENT BY Donald","68d2f61a-257f-4c6d-8def-2453b58ca5d9"
"PC106372","13","1","2016-07-15 16:35:43","DIRECT ADJUSTMENT BY Donald","d3c2ff2f-185d-49e0-853b-5a37311fd6dd"
"PC102992","8","1","2016-07-15 16:34:45","DIRECT ADJUSTMENT BY Devan","8b3218b7-6c52-4d30-8570-11fa201ba1f5"
"PC106375","13","1","2016-07-15 16:34:40","DIRECT ADJUSTMENT BY Donald","37b3321c-ad9c-4eb1-9bb8-44ab56b79b88"
"PC102793","3","1","2016-07-15 16:31:21","DIRECT ADJUSTMENT BY Donald","277f6f11-1531-4340-95ba-467ad4e82f17"
"PC102793","3","1","2016-07-15 16:31:21","DIRECT ADJUSTMENT BY Donald","78246847-eeda-4bf2-85cb-9a38d0da8f8b"
"PC135804","4","1","2016-07-15 16:28:12","DIRECT ADJUSTMENT BY Devan","0df2cc92-a19a-478d-a39a-b11717e4ef31"
"PC102645","1","1","2016-07-15 16:27:34","DIRECT ADJUSTMENT BY Donald","fdbbc5c6-ff0d-4e86-be38-b9fd0f7e5a56"
"PC135579","7","1","2016-07-15 16:24:45","DIRECT ADJUSTMENT BY Donald","769c57c5-8f5f-41dc-b379-ce704490aa89"
"PC109704","12","1","2016-07-15 16:24:42","DIRECT ADJUSTMENT BY Devan","54d58b10-3e9b-45b3-bb75-1b657cc7bdcf"
"PC109704","12","1","2016-07-15 16:24:42","DIRECT ADJUSTMENT BY Devan","c6da3a4b-91d5-47e9-bfc3-207d501df401"
"PC135579","6","1","2016-07-15 16:21:58","DIRECT ADJUSTMENT BY Donald","769c57c5-8f5f-41dc-b379-ce704490aa89"
"PC109533","5","1","2016-07-15 16:20:33","DIRECT ADJUSTMENT BY Devan","6beef18e-4130-4e9b-a75f-6db82c22c90c"
"PC109134","39","1","2016-07-15 16:18:20","DIRECT ADJUSTMENT BY Devan","207a1334-5757-492e-bb6f-4e6ddca436b5"
"PC109134","39","1","2016-07-15 16:18:20","DIRECT ADJUSTMENT BY Devan","253b0750-86a9-4f70-8741-8b2e28956299"
"PC106393","20","1","2016-07-15 16:18:00","DIRECT ADJUSTMENT BY Donald","5bb23baf-d678-4db6-91fe-c06e627e4138"
"PC500207","1","1","2016-07-15 16:16:10","DIRECT ADJUSTMENT BY Devan","40d5f81a-4d7a-48be-bf2a-9e370662afd4"
"PC500207","1","1","2016-07-15 16:16:10","DIRECT ADJUSTMENT BY Devan","c9d35e9a-fd8b-4621-af1a-d689a0f5e183"
"PC106752","3","1","2016-07-15 16:13:25","DIRECT ADJUSTMENT BY Donald","d516a58e-099c-4781-a7f9-b5c9472fc967"
"PC106753","5","1","2016-07-15 16:12:03","DIRECT ADJUSTMENT BY Donald","615a3188-cb3b-457a-bea2-6c576d9039a3"
"PC106755","5","1","2016-07-15 16:10:36","DIRECT ADJUSTMENT BY Donald","e43b2f9f-1d5d-4037-b0a5-3102f0ac7a82"
"PC109267","3","1","2016-07-15 16:09:19","DIRECT ADJUSTMENT BY Devan","ab392a18-ff11-4a1d-a00f-196750dc85bf"
"PC124338","2","1","2016-07-15 16:07:47","DIRECT ADJUSTMENT BY Donald","0049384b-d50c-4059-953b-7f8fa01718e7"
"PC124338","2","1","2016-07-15 16:07:47","DIRECT ADJUSTMENT BY Donald","782c7be2-f629-4af6-a420-d1838db71bc8"
"PC116027","1","1","2016-07-15 16:03:30","DIRECT ADJUSTMENT","6c39fd7c-a708-4d78-9900-4c068087f8df"
"PC116027","1","1","2016-07-15 16:03:30","DIRECT ADJUSTMENT","38b71008-054a-42ad-994f-b124f617d6c7"
"PC119538","5","1","2016-07-15 15:59:09","DIRECT ADJUSTMENT BY Devan","0aa56d6d-636b-4d9c-b192-20f9e128005f"
"PC119538","5","1","2016-07-15 15:59:09","DIRECT ADJUSTMENT BY Devan","18896731-db71-4f9c-97a4-6ecb24528b43"
"33484184","9","1","2016-07-15 15:52:52","DIRECT ADJUSTMENT BY Devan","6e733b93-bdb2-4cb1-ab3b-6802c25bc2aa"
"PC116342","9","1","2016-07-15 15:52:01","DIRECT ADJUSTMENT BY Devan","4e73d362-e801-42bd-8d8f-8acf75095024"
"PC112547","4","1","2016-07-15 15:29:24","DIRECT ADJUSTMENT BY Devan","7ee6f0ed-be5a-4b0a-a3e5-1b8c54decfef"
"PC129387","14","1","2016-07-15 15:27:42","DIRECT ADJUSTMENT BY Devan","387e1b5f-3a2c-4913-b6e7-6e440153358b"
"PC130385","2","1","2016-07-15 15:24:33","DIRECT ADJUSTMENT BY Donald","01d31062-de71-4573-ab6b-893612c3f2c4"
"PC135579","5","1","2016-07-15 15:20:30","DIRECT ADJUSTMENT BY Donald","769c57c5-8f5f-41dc-b379-ce704490aa89"
"PC135579","4","1","2016-07-15 15:16:51","DIRECT ADJUSTMENT BY Donald","769c57c5-8f5f-41dc-b379-ce704490aa89"
"PC107002","3","1","2016-07-15 15:14:10","DIRECT ADJUSTMENT BY Devan","b8885106-9800-41da-ad2e-61e976486a38"
"PC107002","3","1","2016-07-15 15:14:10","DIRECT ADJUSTMENT BY Devan","0b36661f-5fb7-47f6-8fb3-c3666d0f00c5"
"PC106393","19","1","2016-07-15 15:13:03","DIRECT ADJUSTMENT BY Donald","5bb23baf-d678-4db6-91fe-c06e627e4138"
"PC300732","1","1","2016-07-15 15:12:31","DIRECT ADJUSTMENT BY Deandre","de12d094-2496-4598-9f50-66dd97ee5aee"
"PC107001","3","1","2016-07-15 15:12:06","DIRECT ADJUSTMENT BY Devan","08e1b883-7462-4aa7-8421-c22aec883e91"
"PC107001","3","1","2016-07-15 15:12:06","DIRECT ADJUSTMENT BY Devan","cbc80753-9873-424b-9431-eac8177da263"
"PC102784","3","1","2016-07-15 15:10:14","DIRECT ADJUSTMENT BY Donald","f878d51c-4fba-4683-a3da-78276e7084ec"
"PC102784","3","1","2016-07-15 15:10:14","DIRECT ADJUSTMENT BY Donald","cd2a42ef-9ee4-4327-9ef0-f032458ca423"
"PC107428","4","1","2016-07-15 15:09:08","DIRECT ADJUSTMENT BY Devan","d2eeda44-6d1c-474c-ac50-11d4b357bfa9"
"PC107428","4","1","2016-07-15 15:09:08","DIRECT ADJUSTMENT BY Devan","82d53ca5-a0b6-440e-b416-3f750c7083b5"
"PC107424","3","1","2016-07-15 15:07:19","DIRECT ADJUSTMENT BY Devan","43f609fb-c758-4f1e-b9bc-a6e53879f5ef"
"PC107424","3","1","2016-07-15 15:07:19","DIRECT ADJUSTMENT BY Devan","bb1000dd-8bf1-4df0-80d5-d233e40bf9f7"
"PC102782","5","1","2016-07-15 15:07:05","DIRECT ADJUSTMENT BY Donald","22982776-42f8-41c9-b7a6-a8767c61791c"
"PC110137","13","1","2016-07-15 15:03:33","DIRECT ADJUSTMENT BY Devan","82c5989b-28c2-4c17-a743-2be9a8441fcd"
"PC106375","12","1","2016-07-15 15:01:18","DIRECT ADJUSTMENT BY Donald","37b3321c-ad9c-4eb1-9bb8-44ab56b79b88"
"PC106372","12","1","2016-07-15 15:00:22","DIRECT ADJUSTMENT BY Donald","d3c2ff2f-185d-49e0-853b-5a37311fd6dd"
"PC106531","12","1","2016-07-15 14:59:33","DIRECT ADJUSTMENT BY Donald","68d2f61a-257f-4c6d-8def-2453b58ca5d9"
"PC111168","9","1","2016-07-15 14:57:36","DIRECT ADJUSTMENT BY Devan","492413d5-52b6-4cd1-8fd3-b22cc099cef3"
"PC109533","4","1","2016-07-15 14:55:47","DIRECT ADJUSTMENT BY Devan","6beef18e-4130-4e9b-a75f-6db82c22c90c"
"PC106375","11","1","2016-07-15 14:53:57","DIRECT ADJUSTMENT BY Donald","37b3321c-ad9c-4eb1-9bb8-44ab56b79b88"
"PC110972","5","1","2016-07-15 14:53:29","DIRECT ADJUSTMENT BY Devan","0d9e1fb5-a97a-4e9c-9274-5f8b332f3170"
"PC106372","11","1","2016-07-15 14:53:05","DIRECT ADJUSTMENT BY Donald","d3c2ff2f-185d-49e0-853b-5a37311fd6dd"
"PC106531","11","1","2016-07-15 14:52:10","DIRECT ADJUSTMENT BY Donald","68d2f61a-257f-4c6d-8def-2453b58ca5d9"
"3205","15","1","2016-07-15 14:51:40","DIRECT ADJUSTMENT BY Devan","12a03878-2226-47e6-ae7d-029dd758d6c4"
"PC112498","6","1","2016-07-15 14:49:56","DIRECT ADJUSTMENT BY Devan","87aa857c-7b12-424a-ab8c-48ed3033d048"
"PC112498","6","1","2016-07-15 14:49:56","DIRECT ADJUSTMENT BY Devan","b2bee0e2-1f76-4f22-866e-74511f8aff61"
"PC112498","5","1","2016-07-15 14:49:02","DIRECT ADJUSTMENT BY Devan","87aa857c-7b12-424a-ab8c-48ed3033d048"
"PC112498","5","1","2016-07-15 14:49:02","DIRECT ADJUSTMENT BY Devan","b2bee0e2-1f76-4f22-866e-74511f8aff61"
"PC106375","10","1","2016-07-15 14:45:23","DIRECT ADJUSTMENT BY Donald","37b3321c-ad9c-4eb1-9bb8-44ab56b79b88"
"PC106372","10","1","2016-07-15 14:44:24","DIRECT ADJUSTMENT BY Donald","d3c2ff2f-185d-49e0-853b-5a37311fd6dd"
"PC102534","14","1","2016-07-15 14:43:51","DIRECT ADJUSTMENT BY Nick","917061e4-ae10-4f69-b538-64480eda7518"
"PC106531","10","1","2016-07-15 14:43:21","DIRECT ADJUSTMENT BY Donald","68d2f61a-257f-4c6d-8def-2453b58ca5d9"
"PC116358","2","1","2016-07-15 14:43:08","DIRECT ADJUSTMENT BY Devan","186de02b-a4a7-4316-a411-1d6c30866704"
"PC116358","2","1","2016-07-15 14:43:08","DIRECT ADJUSTMENT BY Devan","e0c600f4-77b7-4fd8-bba6-3768ad861cbf"
"PC107439","11","1","2016-07-15 14:40:12","DIRECT ADJUSTMENT BY Devan","d412e69c-8e65-4e96-aaf0-20840c0b46b0"
"PC107438","11","1","2016-07-15 14:37:40","DIRECT ADJUSTMENT BY Devan","d7b99871-9f23-4450-906f-c83684917cb2"
"PC135331","9","1","2016-07-15 14:22:25","DIRECT ADJUSTMENT BY Devan","f3d82639-6f40-4438-ac92-9cf58f1a8412"
"PC113613","6","1","2016-07-15 14:18:33","DIRECT ADJUSTMENT BY Donald","236d4f75-9b3a-440c-8451-3ebdf3f5430e"
"PC115390","13","1","2016-07-15 14:18:05","DIRECT ADJUSTMENT BY Devan","facb8466-4f08-4355-85c8-3196c4519d47"
"PC115390","13","1","2016-07-15 14:18:05","DIRECT ADJUSTMENT BY Devan","e3527054-1298-4395-82e3-89af014db0c0"
"PC125379","1","1","2016-07-15 14:15:41","DIRECT ADJUSTMENT","3c22cc5c-a817-4423-a206-22e21f152165"
"PC125379","1","1","2016-07-15 14:15:41","DIRECT ADJUSTMENT","746f0bda-e288-4074-911d-e18e847a3e68"
"PC133810","1","1","2016-07-15 14:13:14","DIRECT ADJUSTMENT","20ea54e2-b0d7-4ea1-ad25-46e5fd31b87a"
"PC133810","1","1","2016-07-15 14:13:14","DIRECT ADJUSTMENT","97f0318a-49d3-413f-bf39-af184d69abfc"
"PC131835","2","1","2016-07-15 14:12:53","DIRECT ADJUSTMENT BY Donald","a9f4ded4-ccb5-4d6e-8daa-3baddcc9c72c"
"PC131835","2","1","2016-07-15 14:12:53","DIRECT ADJUSTMENT BY Donald","4f22e46a-10cf-44d1-9336-b169887f7c5b"
"PC135205","1","1","2016-07-15 14:11:41","DIRECT ADJUSTMENT","9f0b49a1-26bf-4f1a-a406-d05b6bd45089"
"PC135205","1","1","2016-07-15 14:11:41","DIRECT ADJUSTMENT","ef8ac288-55f1-4b45-af03-d381431e9193"
"PC135811","2","1","2016-07-15 14:09:38","DIRECT ADJUSTMENT BY Devan","2a576f61-ef6c-496c-8426-3c35cf9abb48"
"PC135811","2","1","2016-07-15 14:09:38","DIRECT ADJUSTMENT BY Devan","291a51e3-f4b2-43c8-b419-a18e21e2bd0a"
"PC127191","9","1","2016-07-15 14:08:44","DIRECT ADJUSTMENT BY Donald","8f7b8aa1-2040-4963-8902-4bfe14f72401"
"PC117409","2","1","2016-07-15 14:07:01","DIRECT ADJUSTMENT BY Devan","22f49c05-2a63-4adb-8f21-e7751da7e63e"
"PC137630","15","1","2016-07-15 14:05:47","DIRECT ADJUSTMENT BY Donald","1ae9cd3b-5107-49ca-af43-4611ba6f603d"
"PC137656","2","1","2016-07-15 13:59:13","DIRECT ADJUSTMENT BY Donald",""
"PC135501","1","1","2016-07-15 13:54:05","DIRECT ADJUSTMENT","a05419e8-c07b-489e-9e15-71a5011b2de4"
"PC135501","1","1","2016-07-15 13:54:05","DIRECT ADJUSTMENT","ce293013-8865-49b5-a8e4-e67c77d2e404"
"PC135978","1","1","2016-07-15 13:50:00","DIRECT ADJUSTMENT","1ff8b6a8-8c16-44a1-b1aa-911d3368359c"
"PC135978","1","1","2016-07-15 13:50:00","DIRECT ADJUSTMENT","d2344c86-6498-4740-86a7-d1a7936ab467"
"PC106701","4","1","2016-07-15 13:44:53","DIRECT ADJUSTMENT BY Donald","0c50fa21-dc8e-426a-9e9f-509a0d1193da"
"PC108606","2","1","2016-07-15 13:41:25","DIRECT ADJUSTMENT BY Devan","eafdf956-247f-4fd0-96a2-53d04d829e9c"
"PC108606","2","1","2016-07-15 13:41:25","DIRECT ADJUSTMENT BY Devan","4f5f705c-e3f1-42fe-b778-f9c53248f18e"
"PC122364","1","1","2016-07-15 13:39:22","DIRECT ADJUSTMENT","18593165-4687-4859-8287-b729537be6d1"
"PC122364","1","1","2016-07-15 13:39:22","DIRECT ADJUSTMENT","105ba888-6d43-4c25-8217-dabec345b1a2"
"PC126329","1","1","2016-07-15 13:30:43","DIRECT ADJUSTMENT","67b25ae2-18c9-4817-8e10-c38b124c959f"
"PC126329","1","1","2016-07-15 13:30:43","DIRECT ADJUSTMENT","479aef95-e97e-4ec6-bf24-c56fd8eebb48"
"PC107001","2","1","2016-07-14 21:56:20","DIRECT ADJUSTMENT BY Donald","08e1b883-7462-4aa7-8421-c22aec883e91"
"PC107001","2","1","2016-07-14 21:56:20","DIRECT ADJUSTMENT BY Donald","cbc80753-9873-424b-9431-eac8177da263"
"PC107002","2","1","2016-07-14 21:55:03","DIRECT ADJUSTMENT BY Donald","b8885106-9800-41da-ad2e-61e976486a38"
"PC107002","2","1","2016-07-14 21:55:03","DIRECT ADJUSTMENT BY Donald","0b36661f-5fb7-47f6-8fb3-c3666d0f00c5"
"PC102779","2","1","2016-07-14 21:51:51","DIRECT ADJUSTMENT BY Donald","19a53b1f-4aa6-438c-99bd-bb455fce0a5a"
"PC102779","2","1","2016-07-14 21:51:51","DIRECT ADJUSTMENT BY Donald","310d09a2-806f-4dab-8423-d1498e4c1683"
"PC114566","2","1","2016-07-14 21:49:01","DIRECT ADJUSTMENT BY Donald",""
"PC103070","1","1","2016-07-14 21:48:09","DIRECT ADJUSTMENT",""
"PC136665","1","1","2016-07-14 21:46:36","DIRECT ADJUSTMENT","97cf3e20-def4-4dd8-8370-14167adffdb1"
"PC136665","1","1","2016-07-14 21:46:36","DIRECT ADJUSTMENT","1775dee5-655d-4a82-8022-19a4f77fbeb7"
"PC108564","3","1","2016-07-14 21:43:40","DIRECT ADJUSTMENT BY Donald","c1afab30-a197-4356-b30c-1b62ebb74c31"
"PC130299","32","1","2016-07-14 21:41:35","DIRECT ADJUSTMENT BY Donald","c14b5711-7eea-4593-a1db-172cd94ea7cc"
"PC109281","2","1","2016-07-14 21:39:12","DIRECT ADJUSTMENT BY Donald","d55d49d3-d642-4b8d-bad7-047670a7b2ce"
"PC109281","2","1","2016-07-14 21:39:12","DIRECT ADJUSTMENT BY Donald","9b9675be-91ce-4c8b-a109-d788e758dc26"
"PC128845","2","1","2016-07-14 21:36:07","DIRECT ADJUSTMENT BY Donald",""
"PC131567","1","1","2016-07-14 21:35:05","DIRECT ADJUSTMENT",""
"PC114775","1","1","2016-07-14 21:32:53","DIRECT ADJUSTMENT","c4b944d3-1580-41c3-9a9d-0a286aea172d"
"PC114775","1","1","2016-07-14 21:32:53","DIRECT ADJUSTMENT","412e1403-2c04-478f-9cec-965fc3b9616a"
"PC135420","79","1","2016-07-14 21:29:28","DIRECT ADJUSTMENT BY Donald","6416ca91-24eb-4f03-a783-349f55369d3a"
"PC135420","79","1","2016-07-14 21:29:28","DIRECT ADJUSTMENT BY Donald","4288f242-33ab-4831-a6bd-4878a3f6c91e"
"PC128425","15","1","2016-07-14 21:17:21","DIRECT ADJUSTMENT BY Devan","d5df0af9-d611-4ab7-a59e-7e9fd640f86d"
"PC128860","1","1","2016-07-14 21:14:32","DIRECT ADJUSTMENT",""
"PC124642","1","1","2016-07-14 21:10:46","DIRECT ADJUSTMENT BY Devan","f80e21de-5332-4542-a8c1-7807c87e5d9b"
"PC124642","1","1","2016-07-14 21:10:46","DIRECT ADJUSTMENT BY Devan","2cb38f71-53eb-4825-9ec9-b6ac3d7db968"
"PC129074","9","1","2016-07-14 21:10:41","DIRECT ADJUSTMENT BY Lauren","bc9d52cb-b854-4f1e-a75a-3ea712f5384f"
"PC112498","4","1","2016-07-14 21:05:42","DIRECT ADJUSTMENT BY Lauren","87aa857c-7b12-424a-ab8c-48ed3033d048"
"PC112498","4","1","2016-07-14 21:05:42","DIRECT ADJUSTMENT BY Lauren","b2bee0e2-1f76-4f22-866e-74511f8aff61"
"PC108606","1","1","2016-07-14 21:04:08","DIRECT ADJUSTMENT","eafdf956-247f-4fd0-96a2-53d04d829e9c"
"PC108606","1","1","2016-07-14 21:04:08","DIRECT ADJUSTMENT","4f5f705c-e3f1-42fe-b778-f9c53248f18e"
"PC106402","12","1","2016-07-14 20:58:00","DIRECT ADJUSTMENT BY Lauren","27daac05-7ec5-4bcf-bb9d-5790e7bda61b"
"PC106402","11","1","2016-07-14 20:57:29","DIRECT ADJUSTMENT BY Lauren","27daac05-7ec5-4bcf-bb9d-5790e7bda61b"
"PC106465","12","1","2016-07-14 20:56:38","DIRECT ADJUSTMENT BY Lauren","87b95f6d-cc0f-4777-a379-5cfbc025d774"
"PC107558","29","1","2016-07-14 20:54:57","DIRECT ADJUSTMENT BY Lauren","c1284413-41c8-4494-a393-026df410e714"
"PC300977","1","1","2016-07-14 20:48:46","DIRECT ADJUSTMENT BY Katrina",""
"PC100950","3","1","2016-07-14 20:47:56","DIRECT ADJUSTMENT BY Lauren","4bd9e4a9-4793-4b93-b9c1-a4d979c12ce4"
"PC136092","10","1","2016-07-14 20:44:00","DIRECT ADJUSTMENT BY Lauren","cf0526c4-b232-449c-8577-be2b8ae72fe4"
"PC128114","1","1","2016-07-14 20:40:15","DIRECT ADJUSTMENT BY Lauren","45ad064a-884e-42ae-a30f-8ba5d8f7e030"
"PC103191","18","1","2016-07-14 20:38:58","DIRECT ADJUSTMENT BY Devan","00205b21-43f4-4ad1-bcf5-e8692a766456"
"PC103192","22","1","2016-07-14 20:37:21","DIRECT ADJUSTMENT BY Devan","e9f283dc-4090-460b-843e-9d39279578b2"
"PC111411","2","1","2016-07-14 20:33:01","DIRECT ADJUSTMENT BY Lauren","2dc81900-13e4-4345-94dd-7b75fd6cb4d5"
"PC111411","2","1","2016-07-14 20:33:01","DIRECT ADJUSTMENT BY Lauren","52daf8cd-d2c2-403d-a801-edcc16e0e625"
"PC112268","2","1","2016-07-14 20:30:53","DIRECT ADJUSTMENT BY Lauren","af38a1bc-5f6b-4bb5-8f93-f06e47520415"
"PC300976","1","1","2016-07-14 20:13:31","DIRECT ADJUSTMENT BY Katrina",""
"PC137217","8","1","2016-07-14 20:07:11","DIRECT ADJUSTMENT BY Devan","67e065b6-ccf5-40a9-9d82-fc0425bb2909"
"PC300620","3","1","2016-07-14 20:06:44","DIRECT ADJUSTMENT BY Katrina","0bc15700-71bf-4c03-b7e8-7d1b25b6dbdd"
"PC102065","22","1","2016-07-14 20:05:02","DIRECT ADJUSTMENT BY Devan","55896c87-0bd0-4ad2-a10a-f6e6e13dfa4e"
"PC300104","3","1","2016-07-14 20:04:36","DIRECT ADJUSTMENT BY Katrina","2f3ceb4b-7bb4-4748-9776-44ae633d2a39"
"PC300545","2","1","2016-07-14 20:03:29","DIRECT ADJUSTMENT BY Katrina","1369b63b-d774-4580-9590-a69a18f77faa"
"PC131638","19","1","2016-07-14 20:03:11","DIRECT ADJUSTMENT BY Devan","180c9138-a30a-4ec9-8d3a-8f49b3ae9e1e"
"PC100668","1","1","2016-07-14 20:01:57","DIRECT ADJUSTMENT","f9ee86d9-487a-4add-8558-21a77100edd1"
"PC100668","1","1","2016-07-14 20:01:57","DIRECT ADJUSTMENT","37a522f5-e034-4f19-9c22-7a9859aa2722"
"PC131586","5","1","2016-07-14 20:01:02","DIRECT ADJUSTMENT BY Devan","0211aa7b-0466-41c7-ae97-1394d23b03d5"
"PC121904","1","1","2016-07-14 20:00:47","DIRECT ADJUSTMENT BY Donald","fe44aca8-90dd-4361-a88b-63ee8d8e49a3"
"PC300685","2","1","2016-07-14 20:00:14","DIRECT ADJUSTMENT BY Katrina","35700362-92be-411c-bd4e-e89cecc6c811"
"PC122058","1","1","2016-07-14 19:58:44","DIRECT ADJUSTMENT BY Devan","d9621d5f-7e94-4f34-9b1b-5484b5657912"
"PC108449","6","1","2016-07-14 19:58:29","DIRECT ADJUSTMENT BY Donald","3e4fb135-230e-409d-a7f9-dfe37f488fca"
"PC113578","10","1","2016-07-14 19:56:14","DIRECT ADJUSTMENT BY Devan","a122c271-e81c-40c5-b1ed-8c2757b4043f"
"PC107614","6","1","2016-07-14 19:54:29","DIRECT ADJUSTMENT BY Donald","eda0ad2e-5696-4af0-b596-8ea6ee87577c"
